2019-01-18 09:26:23.259 logback [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1547774783259, current=UP, previous=STARTING]
2019-01-18 09:26:23.260 logback [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_ELASTICSEARCH/localhost:elasticsearch:18083: registering service...
2019-01-18 09:26:23.264 logback [restartedMain] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483547
2019-01-18 09:26:23.264 logback [restartedMain] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
2019-01-18 09:26:23.325 logback [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_ELASTICSEARCH/localhost:elasticsearch:18083 - registration status: 204
2019-01-18 09:26:23.359 logback [container-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-01-18 09:26:23.361 logback [container-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-01-18 09:26:24.832 logback [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 18083 (http) with context path ''
2019-01-18 09:26:24.833 logback [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 18083
2019-01-18 09:26:24.837 logback [restartedMain] INFO  site.cnkj.es.EsApplicationBoot - Started EsApplicationBoot in 28.741 seconds (JVM running for 32.846)
2019-01-18 09:26:25.504 logback [RMI TCP Connection(11)-127.0.0.1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-01-18 09:26:25.505 logback [RMI TCP Connection(11)-127.0.0.1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2019-01-18 09:26:25.626 logback [RMI TCP Connection(11)-127.0.0.1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 121 ms
2019-01-18 09:26:32.657 logback [restartedMain] INFO  site.cnkj.es.EsApplicationBoot2 - The following profiles are active: dev
2019-01-18 09:26:32.683 logback [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@14fc342f: startup date [Fri Jan 18 09:26:32 CST 2019]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@251570b0
2019-01-18 09:26:34.039 logback [restartedMain] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'producerConfigs' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=kafkaConfig; factoryMethodName=producerConfigs; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [site/cnkj/es/config/KafkaConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=kafkaProducerConfig; factoryMethodName=producerConfigs; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [site/cnkj/util/config/KafkaProducerConfig.class]]
2019-01-18 09:26:34.043 logback [restartedMain] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'producerFactory' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=kafkaConfig; factoryMethodName=producerFactory; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [site/cnkj/es/config/KafkaConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=kafkaProducerConfig; factoryMethodName=producerFactory; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [site/cnkj/util/config/KafkaProducerConfig.class]]
2019-01-18 09:26:34.043 logback [restartedMain] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'kafkaTemplate' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=kafkaConfig; factoryMethodName=kafkaTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [site/cnkj/es/config/KafkaConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=kafkaProducerConfig; factoryMethodName=kafkaTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [site/cnkj/util/config/KafkaProducerConfig.class]]
